age,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,math_score,science_score,english_score,overall_score,gender_female,gender_male,gender_other,school_type_private,school_type_public,study_method_coaching,study_method_group study,study_method_mixed,study_method_notes,study_method_online videos,study_method_textbook,final_grade
0.8903730971979393,0.8907758046453285,-0.5322438181957846,0.2663604367474219,1,-0.4627194749396657,1,0.4605826560816241,-0.20629290084462673,-0.6183884964094051,-0.3754632164332479,0,0,1,1,0,1,0,0,0,0,0,2
0.8903730971979393,1.482522353346831,-0.3481361305699593,0.8160330273943247,1,-0.4627194749396657,0,0.0928240287660177,-0.16356183997062088,-0.020045681001786223,0.3150309233425184,0,1,0,0,1,0,0,0,0,0,1,3
0.30437643365517286,-1.4762103901606818,0.15816001040106034,-1.3061206453563747,1,-1.364999894061536,1,0.25043486904413453,-0.05910813561193955,-0.7284835744444068,-0.13827057299882442,0,1,0,0,1,0,0,0,0,0,1,2
-0.2816202298875936,0.8907758046453285,1.4929407456882946,-0.24156486853389286,1,-0.4627194749396657,0,0.17401749193959323,1.707109047180306,1.7366888250349828,1.5800583549927771,0,1,0,1,0,0,0,0,1,0,0,4
0.30437643365517286,0.8907758046453285,-0.11800152103767757,0.6351281241434449,0,-1.364999894061536,0,0.2217783526299317,1.0329078645015455,1.7366888250349828,0.4626174570350484,0,0,1,1,0,0,0,0,0,0,1,3
-1.4536135569731266,1.482522353346831,-1.4527822563249115,0.8577803127599118,1,-1.364999894061536,0,-0.33224763137799496,-0.6620908835006901,-0.9103797903283228,-1.118666832527775,1,0,0,0,1,0,0,1,0,0,0,1
-0.8676168934303601,1.482522353346831,-0.71635150582161,0.5238020298352118,1,-0.4627194749396657,1,0.17401749193959323,-0.2965029182453059,0.09483613955647686,-0.21206383984508945,0,0,1,1,0,1,0,0,0,0,0,2
0.8903730971979393,0.29902925594382584,-0.25608228675704653,0.08545553349654299,1,-0.4627194749396657,1,-0.5853801930367888,-0.5671329704473437,-0.4699994781883155,-0.6653653361864322,1,0,0,1,0,0,0,0,1,0,0,1
0.8903730971979393,-1.4762103901606818,0.2962407761204297,0.34985500747859716,1,1.3418413633040747,1,0.43670222573645484,1.313033708008918,1.0091039614993182,0.9001061104807628,0,1,0,1,0,0,0,0,1,0,0,3
-0.8676168934303601,1.482522353346831,0.2962407761204297,-1.654014690069604,1,0.4395609441822045,0,-0.46597804131094256,-0.08284761387527619,0.3341732657195244,0.04094164648496217,0,1,0,1,0,0,0,0,0,1,0,2
1.4763697607407058,0.8907758046453285,-0.16402844294413396,1.5535684021863707,1,1.3418413633040747,0,-0.2797106846186226,0.3634545774754528,1.1000520694412765,0.5785783049363223,0,1,0,0,1,0,0,0,1,0,0,3
